NU_INSCRICAO,NU_NOTA_MT
f7e7aa93db083d1f25b43cccf4ad2c03a7953cd3,475.22369558408394
716a178e9a6f7791b820da77879943ac9040a547,449.6617006131503
430212cd8767ef2bff8cda0f61729203fef7523e,427.73078250589606
e97d33221238e445688a0e984778d4ecac788be2,510.58968321466614
695c9481580951d830c4431fc6c9dee778ba9ca1,11.197171719082291
4bc5712bdb9067b1814e969e71d5cdad59bb38d4,505.726719797897
0411742cbb54fe1b6927b25f0bb52b885828c828,441.8521592077708
780505a9d5fc3c6da53686c0cc8bd871f4db00bc,401.36237766417787
bc40729846bf209b06e2a9a890e01d4e6780f5b4,11.197171719082291
e4e7a38b58319ad0a5cde4848622b21783c907e9,489.0332324711632
9c5a0a82074c75cb072752d71da42b9c6c27b0a3,567.4210610845525
aec1b63c3f0c9554e533752d8fe138ca82101d4a,449.59021569441285
4cc0fd1efaa148872a1f9edc1b44efef48c91c2b,488.59371854748497
4b48d500ba4410546ce01f7f6d44bcbafa73994f,429.9815976841898
edf33c347c866d26872f540bcc1f6ae415f3294c,479.8572420857712
54f4e6037b9d1eb4a2a134306d37176787f1c1d3,517.1780771930842
3a265ea6ebdc4eb2520db912adf5592f03b3d634,393.3464562525214
99bfcef2dc3695a617f241bfd3b6ead3fd653d41,11.197171719082291
0ade5488fd62db34c11a369bdbb4327faacc1635,11.197171719082291
e418fbb77e6ff4103205f3b7f6a66d53183d809b,464.78198698083787
8ddbfe70cd41135cb6f125335a48d100789edbf7,393.11362564054144
fa2f4f80278ac5441ab2f2d8c02a9f920ba6c119,11.197171719082291
1d3e406d0223d4cb0328850d689ba9fcadf62776,435.4211404059175
67d9e9d6629fff7ad9cdb0f1e48c76865637aa73,11.197171719082291
ecaf075653faf2dcdf946c0ce50629f5083347c0,428.11911447128915
7a2bba61a48894f9bd6fc981f77f2b627b0d8ae6,498.9983479129805
d43894c5e83bb3a7e5000636295b0b050de19309,11.197171719082291
5b7877d12550dd35d27a02b66a13f2a27bce11ca,428.3948345152448
18f800ec03e33ebad5fb97aa8465dd3e5961337e,440.5413875555008
bb39cc6296f2c9da3963994899c5c34b50965720,11.197171719082291
76facda8958cbaf5dba09a4d35d3b4de7596a49d,11.197171719082291
b05356be088f726b5ba7e0b0a9aa1b5cf4157b2a,495.1560547911176
e887be276bf553575b20ed1a0de8833d9cb7e247,11.197171719082291
cc8794762ffa592758b5117d67e0d02e2e8b9c49,513.2151424226167
894d277c608610fa8c31db531f64582b9569b2e9,443.3255335449021
b2e029961aa0f20071b74708e0d97e6f200ec582,455.7715777057476
12c7d85e168b09a0278df140a22bcb0052a59b0a,402.333751734813
64c4892488a9c6281bdabf467a0b5a6382d248e6,480.47779397145814
944e790f6e64eccf6df361247858165f17dd7abb,11.197171719082291
ac112e94587e6e4249b7182329ee5a5040ae94ea,529.3228020407269
a58cf11e498228f9aaca92b0c49f955a6163fb59,442.8570973945834
e8c84701c041b7f3b39f3125a0449fa633589fbe,493.02018709519706
af8dd560d9ea4adcfd0d2b6b5f81f95fad9c3222,580.1687756897024
c650c8f7cbe1a7b00f4edbcf43c8b97ce85d0d64,11.197171719082291
ac9cc7dbe0e70fb6717aa371a23aa75e6594ec02,436.21546184705795
e64ad901853230e396be49311ea98121c348fac6,477.8761407900862
8532af19be3729ea233c1f29e4c015820fc7fb3a,482.02599155836134
6de1d7f2ad49d20e5782f8cacf4f0b677ff2d316,461.9315289119043
26853fd075fe27954772c3070997635b94f32b83,416.5955852422678
3159f29994dadd5cba1f94c3f3b9ac69e24c1cc2,532.4468297693054
574ec310dee846f9ae8eb278480257d463f6fbcc,468.38036781356084
ebb32b8df4ff9b202ba904f310724ce230cb4305,11.197171719082291
8a46e35787225c3e7adef2b998ad9c93a952106b,513.8139308871225
b62bf908b504e8c6898777a7f5b88afed358caea,435.08531300459646
10d22971ca4f53fc62d02905809ff1c37fbb68fc,577.3811342516476
0efd9ad5eb41ad08e1f1af9fbe59eb5845323860,440.5157780419995
cad47b624b484cb16291449cee30707a46c20199,11.197171719082291
8f2c4684ec70392c718c278b10b04ddfbd4ced1f,550.026860018929
bb6c0df09cb6663f142ce6da382b804353453af2,11.197171719082291
c03f2bcf9ef69bcfdf270b6ffc6110408f0ead41,461.6389551779471
7bd0affe1bdd3681a0faecd80a3d48c023b986de,11.197171719082291
d76614020539405f481c0f5ffb9e6f88a0bf21b7,436.58713818082276
5ce2df96a99343819ead41bf242044177439696d,11.197171719082291
c7463ccdb0d2ad76b5823bfd016d420e02f4acc0,11.197171719082291
a9216c3fc0c0bf14cda0ca26a71c205458b74896,11.197171719082291
92acabe95cd7dd1ae1dd63547cde3a4939cf7e2e,506.7006838751799
ddbf5769bc4a6fb2aa16e5a031d8eb7796d1c04c,465.10324884517814
176b027cd932b17fcb6f119cfcef338a175062b8,389.29779032718415
41474f2dda61d97f38ba79906d3dbcce223d1bd1,516.5906713004606
421eb738f9e2ea73e5f4227c915762d6421102ac,11.197171719082291
1c5a1514e6a5c44e5683ec01698a83ce474c2e4d,502.01022343331255
f113b266aeb3cb19dca62ae88de7cc55a13efbf1,373.0120830244222
134d96275e3893946c3a0e1d59f86b336fe64f6e,11.197171719082291
d4e97da32ccb6987ec074aa48c24ce949c05a78c,435.09875788803276
fa556e489987a0588e9a8edb5327e2bde1679670,11.197171719082291
95c1d266a2524560761df98b376c17604733a6ad,533.1040491302797
c11c4303d2632cde64105a35554ecb77a8564260,476.5400837725009
30ddf113f77266181ef7bf57ea7d4ca3f505fec7,468.40825442281334
6d94e9582cfdb5d239f21b3ba08b619d81c5e8aa,536.4636237481625
3671441f51dc0c3d052e87d6b8beba46bb70bfeb,438.22068313778243
580c34923cbde328e0aef1641dd02033fc862c04,459.4234863878731
156e1fb82056b0f6953c443446eb4dcceed7c03b,11.197171719082291
29d8bf198da9caa59047268faca60207da24d1b7,537.5790446747312
1b3f80a1cd9fff0408e96169fcaf006936b34fed,455.9376612600847
b5932043b62e0c58e16e2cc2c9d5489390e5c895,486.3518360737103
99092cc60948943c59d68d62ed81a75a03059113,471.2774002221621
fbfc631ae23a558d8dd92916cf2e8b5f923b0681,345.42114345243033
dd69fca6f17420dc911016a79e70583ca7ea330d,442.9336928488558
d387995af060965fb9d18973f3dbf4904f071066,419.5500196276056
27dbf6c09f5e0f3756ad3e9ea156fbc330601a6a,483.0500778556626
543674772357cf9d8a7a8e7dfb89384af80ec30e,496.85841523028444
80a12b8a4c9df4ef4f78a33d41858b6f1ea24144,433.6892008682076
dc2699d27649dbe52ebbe10001c0bb5ba71310c0,11.197171719082291
0736d379ea0962e316ce84cce8e883321be36abb,431.7507085871406
98cc842c547c69a0d27776e272fd8b61131b0b37,421.04099472289215
890b7696fa85ca2b3e90b3951efec2135e88d5cf,442.27337533954443
f3c4cd2f095979416fcac08d630fb1b1623ba5d6,639.7905042557331
d84b48f7dc7a6e387e6e985525143589754c5b13,440.01583260019436
71c9f09a9ed64f1cf7ba1bef4a614ad21e00afc9,499.89780027142086
dc4fe9d4124d9278f58f6f999711116a3fe58be7,490.1750158513193
f6624d763619c0898b34dc02adf06f53a1721cd0,437.1964519303285
60b1c12559860e7ad966da4c4db5c78e17278fc0,500.64285080715393
a3f3dcb89101d86171f8bb4f4f57939717cf298a,11.197171719082291
4f365503582b97ea96462d0d36895a5e7f5926df,427.38518807304615
c80869804effb21d50cc8fff3f4c27ba5521240c,388.04570633259556
d0f351638d60e84b890a498d69c9a7961cdcdf36,444.49329967752055
48e8ec135997ff3676648d5c144c3c7150a7bbb1,409.6103275055239
45484014aefd10ea3e4b08fb93e66c251709cca6,449.25119878363046
ccd8d735f7b3c980582f9086a6cae8b9ce8dea54,438.15440765609077
b2e2d1aa1a539b402da8b8fe52520fdf9ed7cdd9,393.95566587889977
25c9e3b023d4d32d0f15cb9041ea6b2bfbec6a63,565.9367276554633
0fb75ce5f51e8afaf504c75de131eb31f89faf4f,422.2856094085069
26e6e8cec21236dfc21cf98812a3d99a3f87d99b,552.4596511341906
c83c66733c5bd90a59996e473bb69e44f6522976,408.76371123145947
69c67ff1933e4fa099182bbcb24a229d0ad84d5d,11.197171719082291
4c373daf5547a6292c4905696c148ec83f95f083,11.197171719082291
4549620b5459bb28990580f4ca0b4c2adc5b1a68,11.197171719082291
87f89c855f377c5b100ad2986cc6569e31d94a98,544.534136332911
d0d8601aab147c191ae37365a930c1ed3eb0414b,11.197171719082291
9a25537903e8e7eab1dfb357903d241e24e86fb8,11.197171719082291
eaecf3dd32668664e1dcc2d6c7a69042824806a6,440.3964079764626
d19fa85793fcb8ae3126d10592c9c57d3b32971f,11.197171719082291
c59b370d3aa06b68878c836bceac844953d74972,458.8229695963228
5a6d397150d1a9e9c82e120f92d1e782da34bddb,11.197171719082291
b2128312e70fdb830091aecb6b27d82617e2e226,411.1312269815204
8257941af168c0cc15f28bd596fd922352dae732,406.4794393113613
854ce153823802674f35bbe1ec010b12e9b3a56f,439.67939956465534
27f1db4e266b154f6f7fbef9c225fab472652a7b,441.1107871364277
11b90bed4a05d11169f308370faf81d6e9ca2c4f,444.23221052081243
5c55b7aeae6cb75ec715b4629812175239e45c15,11.197171719082291
1391c7de937e0fea2ad23ebb111e513bf2aca2af,11.197171719082291
e9488c35627294cd8f5a809c0667aef7a3f0d465,11.197171719082291
39c22d725a24b290af887b25175ae0a8d560db4b,11.197171719082291
e001e1d73163c327a4d800697b1b36cd6921f60d,449.9014709648417
b83424ca8973e4b2eebf6eb9e26e842999432d22,402.44951859588264
202da3f471204ad489ebf0c3856437337534112d,11.197171719082291
912d751c54b46c860c5ba61666fc6fc59ca2689d,378.0253890568401
8376d681a277c58f06ab633a06eaa66391126246,11.197171719082291
e114f7b197069bde8e158a0dbeaa022dd0c4e280,453.7593395143963
fa84edf183bd459ea9394d77bdc191683a75ff66,565.0101141475
76190ff09a736ff83169394b770699b2709c5a27,495.12789538497464
515db15df8581ae72bb8e8358833016adee74e02,460.4669177548207
e2a05053c19e6fba60d0e582e6c7f371728a7106,472.5042691840809
66c14322296ac259374ec98c5c3bb2bd67ba25e9,11.197171719082291
2378556841bc8d5746f2b94d6adefc2db20f9518,522.7235583547716
1e6d55d7b1f72e9b7a8ea53f60f9434f830bc49a,11.197171719082291
796d558152d241567f8a72b535a5e36fe78886f3,441.6183448696801
1093edca7a04127a6e04570ee9cb58ef1bc0a69a,519.708912138246
3c748fc7a94edb7ac1484373751ffa8574a3281d,429.81403474573307
344a6fc8038e291a6371f94963d7a7f5e1c4d55b,405.86504094313955
92510f53e4c26c81c3bb41aa9b4e967d1697cd12,11.197171719082291
10a1e8808e744c619376bff659f859cd71e8c41d,453.82869180862434
fc959dafc37dde3f173f083486d84ce5c817443f,447.10700979912843
6979d91c0a1903a336c640e14eed100821a0e24d,472.15409987254463
d4e37c4c1235ce014392f6c8ba0436f195b9e459,528.6156882186106
65ce75c2865eb4ae98e31b45fdc15f400d59e8cb,11.197171719082291
565a955a60c6073157aa869c0351c626a7171ef3,531.9365418158598
5697c01ee87a008056ebc0993a1028b41a26d251,11.197171719082291
99be797e423b5ae08fe342ea772738f71975df47,586.2627047738245
b579ea83f2d6c15b2c717d16a89827d65f39904b,479.338860085036
e9373b5c22567bec508f2fa2580e4dc3ff687caa,534.1617650464659
a465af361b68bd536dd8bf61d522b9b21755ab60,534.1006116782983
c8feec2a94d996d03534ce935dec7a034667f107,691.22792496697
af1890b4dbccbf8b6af56051a39bd4b13d1c971b,476.69249142656514
f4f7888cfe88b7a3b0f3d94749921976353ae82c,490.99585161763866
cdf60a765205a4e99eab17c72a68ff9cfd019dc6,489.2125082796724
2e466f15ac7b80870736fac2d0cf4bd7f362e852,467.5460710205172
85fd1d2ab6ab9205e3ca4770dd1f6205e1f3de70,11.197171719082291
fc83a5c665f70f39b4c7d326118cbf21a898e660,575.9330550516181
c26fbd904781a4f6c37a8f8969778f687c6c1424,11.197171719082291
ced4913c2220be57c54bc9f87bb4f441d5976671,462.05677454475307
880ade460a231d722e8bb0e4d17f3c8f77663d37,401.666644126247
7c869f5b89ddf3130c87011b6508ee59e32682c5,433.3364562882044
9027f65d4e576928ca59690c280050c53d66506a,654.0044524328405
09eb415bcb9842d207139c8bddf32427a134d51e,517.3300680013738
f8224c83e27f4921df62876f7ff660b1dab3d974,460.74772401158305
628b91ee9b4e1e4564424fbfff2ea9f8eddca032,11.197171719082291
dfec3182aec0997207e0845b072498065ec89aac,623.0281858019264
d653549f6d0ba70e2113b2cc56e9a83e331d2462,559.6342171911576
e95674df974af80342f676ca9e3540aecec2b8dc,491.6379505547898
f9333cc1eb8af5bca5469d91e2c5d5f661b118ea,535.3029077856595
2b7b15015ab18dc51893827c7e3f01d931a70410,11.197171719082291
22d86e8b43a9412df86ec15ac231b9919e3ec905,453.36703616718614
1c61035799f6afe7f44c1fb68567d7a8945c3943,573.4142968830301
d5ed4b8732b0d7127a64f7e71137d321c56cc198,422.2733961776844
63edbbe59337f861a710bee4fe8a691d231f23da,405.09678071713466
f62bf9257782d839d38f84376b79611ed0de655d,11.197171719082291
cf14952b5b09ad1a9497769e3a08da2fd74c6102,11.197171719082291
21b8ef230efbfca6b5f15b36a3243d76ed390967,501.4070608438017
fdfca50f5e6cacd5b30bc546f0fbc271e9a312ff,383.32316116209284
467fdbfc0c6cab31b0d85ec5e373d82fa3790321,11.197171719082291
3de3c134579726fe4606b7a05f82ce19f00adb09,626.9763366184284
0f3f9e48790ed9d6ed17ff5e9cb989849b31cc8c,426.3494356722819
bdaf0955746c2cdd3b9ac2538c7502d312fffed8,394.31296754567734
520c60d32fd2af8be76abd332859b36d8ae45900,465.4572859913411
6cb6e2310b52c2898e500f81bea938446592568b,497.5854758028766
0193b535914e1c5a445bede11a408bf1709cd3cb,484.85200092831775
f3669f0c65dbf99cdf8f5f176587e84d5fc7560f,501.34630199487555
c512a461034cd90a9c5f1a32332b748041cfeba3,11.197171719082291
6f77bbe0fc418131d06d15f50b30073eae680dbb,11.197171719082291
9b378e3937af8e97d4753cdf0c8917306354aaaf,482.6776036973682
1c92f54a5fe563622a0e23cf116461a7e147efd8,542.6438495418865
90facc45f7578775e3278aa0bd4fb59dad4d37c1,427.2495038642387
563bd02a1204c85e79026a020ba5af29bce95c12,440.38744039381635
c8062c4cc7e023996bd37b87295f5a2957ddb172,456.71087579410437
ea7cc5987f9cc7f756d501961f64fa5769013823,11.197171719082291
f654c32a17935317b2e91d8e16aa8dcbf88e2ef2,573.5080853447539
7dd5b0fad5bd47ecbf2e047dee24866a9b5899d6,444.71243253472954
1b61f7e184c7040ae4cea725153965e1f7f75308,438.5607014661034
aea68e00d370c2a0cfd02bf868824dec427bf23a,11.197171719082291
bdfdc7207977f88b15b3d0559fbf6f05b970c9cb,11.197171719082291
95a9c65324583892b2d1a0c1c5163488f92d4a6d,404.3334031981558
5b7e7632cf766876026d0da6aa7c6df77bc13438,437.94613119852266
a3be14b06b7aef01331da18e7a1678222b563151,11.197171719082291
92b8965cf3fb76d11e5061f26e577c23d212b9c5,11.197171719082291
96fd0462597b8cf21b1e918c1947106cd8359e5d,520.7750361758046
5c1cef937c40bf8c30c119160bedde7ef679454e,590.5053807652305
27dce80bee1eadbcd82bc7d09adb063e116870f6,11.197171719082291
271a7e5b703fc3f29f6669415048a760e6355c5b,11.197171719082291
e39fbeab552a4b6492346d821d095c3a0d691555,434.007526753167
93694c58636eabfe86550e734efb3775ba4d739f,489.6158139252654
8982636d1f9cc5832eddae4d8a04ee2c6adbaebd,616.0824971652837
6c05e70130682975c1485a862b6e08b895650671,435.88338941530657
8db36ae38c19710d51d3715a6b2a5ecd84f94ff4,411.35935586233984
15043d6ede69cc06a2f2a72afcb05c1cdb5870d6,389.7396602473384
283df09083d3c7bec2590f22355c7ba32ec88623,502.9251653462687
40b96e97dc29dfc990656e30c1038e846b6c8ff2,11.197171719082291
ff362d0a648559b9146fb97ee248eb423c3d6a50,11.197171719082291
717ae2ab18e7ba03c4f3af66500ece6580b29b71,11.197171719082291
5ae9771e0cd24b8eb599de2e0fd2e04a26520dd3,571.0129310142622
23131f453efc29c2af9553d307692c60a3add1ae,441.8242272620245
da42a6267fe6eb7baa0a4fd2a18aad577e6889b2,424.72354974724135
941646a7d24ee2837d7de90ff0a736bb8f61d68c,401.7388372669115
cd705413010e6e74f3b90ee78dbbd8b767488f0c,11.197171719082291
5cd0dfc9a768868f28b11f9cf7870f11cc1ed185,510.3262095341413
cb4393cd17b5bdc120dbc15ddd255aa1f35ba090,419.37121668011076
72882a9cffe151d94be90e02ce3967a91b628099,484.5468805869436
cf62916c9829bd3ad05104151eee856d6de7ca1c,595.9426908113348
6b8f4241357e65c0491cc0ef96396f811574134c,448.9731198476282
298806ed4313157d412e860ac3ea8833d6ca6970,11.197171719082291
268d48d0247f055ce2ebdd47cd5d1d3ec45246dc,413.4589022746572
4485f973590cff61be5ec78cb3032d5fdf25b809,11.197171719082291
afd0fa3f3fc672e3c5d6c21173b5ba3b8caa5c8e,461.20885139153813
e2252b8e020cdf19b796baeb7b2c7b000a7bfb87,11.197171719082291
8288badec4740382dbf7c33e4095cd4db0021bf7,391.86816177838296
5e139289eb167622f915eea3d1d6e49d15d1c873,498.3504484292181
fc050b2c8fa3446890fe1418332352177dd34506,455.3085794667396
8f309746992f374b4c2ea88f171233a9469ba649,435.6369251039004
ba1d192a71d5ac1a0b9a30bf3c80ef9dc59fefa2,464.41158063890254
145b6344526f9df32f4046c8227282477c51d69f,432.81016366057014
a22cd8d6b6ce7424065e477f2973bfd49b1ff2d6,464.5835485447453
b23775f4cd460ba687d77b058f2bc46381a0fbfe,447.34884043151436
